golden_id,tweet_id,conversation_id,created_at,text,previous_context,suggested_intent,difficulty,human_intent,human_escalate,human_resolution_note,annotator_notes,raw_text,raw_previous_context,label_audit_status
GS-085,1046624,1046625,Sat Oct 14 19:23:37 +0000 2017,@170421 @AppleSupport me too. lost all my imessages too. my icloud backups all deleted too,"customer: @AppleSupport after updating my iPhone 7 to iOS 11.0.3 and iCloud restore, all my photos are missing. “updating” has no progress. https://t.co/1sEAmtKxxb",APPLE_ID_ICLOUD,representative,APPLE_ID_ICLOUD,True,No explicit resolution outcome is established in the available thread.,Account/authentication issue; account-specific handling makes automation risky.,@170421 @AppleSupport me too. lost all my imessages too. my icloud backups all deleted too,"customer: @AppleSupport after updating my iPhone 7 to iOS 11.0.3 and iCloud restore, all my photos are missing. âupdatingâ has no progress. https://t.co/1sEAmtKxxb",unchanged
GS-086,1096914,1096914,Mon Oct 23 21:46:32 +0000 2017,"@AppleSupport phone won’t connect to iCloud, won’t even let me log out. Any ideas?",,CONNECTIVITY,hard,APPLE_ID_ICLOUD,True,No explicit resolution outcome is established in the available thread.,Account/authentication issue; account-specific handling makes automation risky.,"@AppleSupport phone wonât connect to iCloud, wonât even let me log out. Any ideas?",,unchanged
GS-087,364717,364718,Sun Oct 08 19:40:11 +0000 2017,@AppleSupport I don't know it says there's a update and I clicked to get it but it's not working sometimes it says 1h to go,customer: @AppleSupport I trying to update my ipad mini but its to working I says there is a update || support: @202411 Hi there. Are you connected to Wi-Fi? Check here for tips: https://t.co/6rYhjnPAcy Which iPad Mini model do you have?,IOS_UPDATE,hard,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport I don't know it says there's a update and I clicked to get it but it's not working sometimes it says 1h to go,customer: @AppleSupport I trying to update my ipad mini but its to working I says there is a update || support: @202411 Hi there. Are you connected to Wi-Fi? Check here for tips: https://t.co/6rYhjnPAcy Which iPad Mini model do you have?,unchanged
GS-088,1064934,1064935,Mon Oct 23 15:33:36 +0000 2017,@AppleSupport iphone 7. since the update i’ve been having constant glitching,customer: every app on my phone crashes now 😒 @AppleSupport || support: @371429 This is not the experience we want you to have. Which iPhone model do you own?,IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport iphone 7. since the update iâve been having constant glitching,customer: every app on my phone crashes now ð @AppleSupport || support: @371429 This is not the experience we want you to have. Which iPhone model do you own?,unchanged
GS-089,122297,122300,Fri Nov 24 00:47:35 +0000 2017,@AppleSupport They won’t enter recovery mode. This is really upsetting. How can you guys make products that do this?,"support: @143270 How long have both devices been connected to a power source? Are you using the original Apple-branded wall adapter and Lightning to USB cable? If so, do you see anything on the displays? || customer: @AppleSupport Have both been on now for 30 mins. And totally black screens. Both are original Apple cords. This can’t be a coincidence. || support: @143270 You are right, it does seem like something went wrong during the last update that was installed. This is something we can help you fix though. Does iTunes recognize either iPhone while in recovery mode? Learn how to use recovery mode: https://t.co",DATA_BACKUP_RESTORE,representative,DATA_BACKUP_RESTORE,True,No explicit resolution outcome is established in the available thread.,Recovery/data state can be sensitive or irreversible; verify before automating.,@AppleSupport They wonât enter recovery mode. This is really upsetting. How can you guys make products that do this?,"support: @143270 How long have both devices been connected to a power source? Are you using the original Apple-branded wall adapter and Lightning to USB cable? If so, do you see anything on the displays? || customer: @AppleSupport Have both been on now for 30 mins. And totally black screens. Both are original Apple cords. This canât be a coincidence. || support: @143270 You are right, it does seem like something went wrong during the last update that was installed. This is something we can help you fix though. Does iTunes recognize either iPhone while in recovery mode? Learn how to use recovery mode: https://t.co",unchanged
GS-090,1102919,1102919,Fri Oct 13 23:39:40 +0000 2017,How is my @115858 charger not supported for my Apple phone smh,,BATTERY_POWER,edge,BATTERY_POWER,True,No explicit resolution outcome is established in the available thread.,Potential hardware/accessory issue; avoid assuming a software-only resolution.,How is my @115858 charger not supported for my Apple phone smh,,unchanged
GS-091,38869,38870,Wed Nov 01 17:17:28 +0000 2017,@AppleSupport Already been told that nothing can be done cos I bought it via my design agency even though I have a receipt Your U.K. MD has avoided me.,customer: @115858 @AppleSupport My iPad 2 has locked. Wrote to the M.D. and he did sod all. Gonna buy android from now. Suggest you all do the same || support: @124482 We'd like to help you out if we can. What do you mean your iPad 2 has locked? Are you getting an error message?,PAYMENTS_PURCHASES,representative,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,@AppleSupport Already been told that nothing can be done cos I bought it via my design agency even though I have a receipt Your U.K. MD has avoided me.,customer: @115858 @AppleSupport My iPad 2 has locked. Wrote to the M.D. and he did sod all. Gonna buy android from now. Suggest you all do the same || support: @124482 We'd like to help you out if we can. What do you mean your iPad 2 has locked? Are you getting an error message?,unchanged
GS-092,302956,302956,Sat Nov 25 03:31:38 +0000 2017,@115858 make your charging cables stronger. My macbook air charger just broke with very little wear and tear.,,BATTERY_POWER,edge,BATTERY_POWER,True,No explicit resolution outcome is established in the available thread.,Potential hardware/accessory issue; avoid assuming a software-only resolution.,@115858 make your charging cables stronger. My macbook air charger just broke with very little wear and tear.,,unchanged
GS-093,570899,570899,Sun Dec 03 04:03:07 +0000 2017,"My iPhone battery messed up, I have to be charging it like 3 times a day. @115858 I’m gonna need a new one thanks.",,BATTERY_POWER,edge,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"My iPhone battery messed up, I have to be charging it like 3 times a day. @115858 Iâm gonna need a new one thanks.",,unchanged
GS-094,1103736,1103737,Wed Oct 25 14:55:36 +0000 2017,"@AppleSupport The GPS thinks my phone is somewhere it is not 70% of the time. If it begins to work, then it will lag and think I am in a spot I just was",customer: @115858 your latest iOS 11 upgrade broke the GPS on my phone and the High Sierra upgrade broke the external monitor connection. #dontbuyapple || support: @380456 We want to help. We can work on these issues one at a time starting with your GPS. Tell us what's going on with your GPS.,DEVICE_PERFORMANCE,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport The GPS thinks my phone is somewhere it is not 70% of the time. If it begins to work, then it will lag and think I am in a spot I just was",customer: @115858 your latest iOS 11 upgrade broke the GPS on my phone and the High Sierra upgrade broke the external monitor connection. #dontbuyapple || support: @380456 We want to help. We can work on these issues one at a time starting with your GPS. Tell us what's going on with your GPS.,unchanged
